label,text-cat,pm-cat,sa-cat,cond-cat,Gloss of PM,Notes,Speech token
res, if there's anything up here please interrupt me specifically to do that ,p --> q,D,Y,,,S2A-027 099
res," if you have opiate addicts who are being treated for cure if you like who are on a programme of detoxification, as it's normally called then they're very often given substitute drugs which are sort of weaker opiates like methadone to keep them going and prevent them from having too bad withdrawal symptoms and lapsing into addiction ",p --> q,A,Y,,,S2A-027 110
ifh, if you have opiate addicts who are being treated for `cure' if you like ,q,A,N,,,S2A-027 110
res," if you can exercise these people so that they create their own endorphins, their own opiate-like substances this might substitute for the opiates that they miss ",p',D,Y,exercise is a good cure for opiate addicts,,S2A-027 111
res, if they gave strenuous and regular exercise regimes the addicts did get better and did not relapse ,p --> q,A,Y,,,S2A-027 115
inf, if these models are to be useful we need a comprehensive set of electron scattering information from molecules ,q,A,Y,,,S2A-028 014
inf, you might have some data you want to send to somebody if you're collaborating on experiments ,q,A,Y,,,S2A-028 071
res," If you decide it's junk mail, and you do get it you very simply dispose of it ",p --> q,A,Y,,,S2A-028 088
res,"it's composed of somebody's initial, their first initial, their surname and, if it's somewhere other than where you are now, a location ",p --> q,A,Y,,,S2A-028 098
res, if they're very long or you've got several people to send messages to you can get a lot of typing ,p --> q,A,Y,,,S2A-028 110
res,"by combining several like this you can make a distribution list which is very handy if you want to target mail at certain groups of people, for instance postgraduates or staff ",p --> q,A,Y,,,S2A-028 117
res," if I really went through his CV embracing all of his activities, not just in the UK, but throughout Europe and Japan and so on I guess I'd be going on nearly as long as the two hours that is promised us this evening ",r,A,Y,he has done so many things,,S2A-028 131
res, small cell lung cancer patients with extensive disease have a median survival if untreated of about one and a half months ,q,A,Y,,,S2A-029 030
inf," If we define PRC as the probability that an individual circuit once tested is really OK, and the probability PB as that of a circuit board containing N of these chips, and the probability that that circuit board is going to work OK then these two parameters are related by PB as PIC raised to the power of the number of chips ",p --> q,A,Y,,,S2A-029 049
inf," if we are ninety-nine per cent certain once we've applied our testing procedures to a chip that it works OK, and we use such chips -- it means a hundred such chips -- in an individual board then you find that you're only thirty-seven per cent sure that the board will work ",p --> q,A,Y,,,S2A-029 050
inf, if you cannot thoroughly test the chip therefore the chip may as well not have worked in the first place ,p',A,Y,it is important that the chip is testable,,S2A-029 052
res, at every stage if an error is found in the final produced item---the product the cost of backtracking tends to increase by an order of magnitude for every stage down here that we go ,p',A,N,it is important that errors are tested for at every stage,,S2A-029 061
res, If this person who designs the integrated circuit has not considered the problems of everybody else downstream the circuit will not be testable ,p',A,Y,it is important that errors are tested for at every stage,,S2A-029 064
inf, sorry if it's not particularly clear ,q,C,Y,,,S2A-029 081
res, the colours in that image do not reflect anything about what you or I would see if we went onto the ground ,q,A,Y,,,S2A-029 086
res, You can extract that using a computer if you simulate the way in which all stereo-viewing creatures extract depth information ,p --> q,A,Y,,,S2A-029 106
res, If you can correlate between features in those two images and have information about the way the two images were formed you can convert that information into three-dimensional information about the surface structure ,p --> q,A,Y,,,S2A-029 109
tm, If you imagine your mountain ridge like this situated on the ground in some place you can view this from two different directions ,p --> q,A,Y,,,S2A-029 112
ifh,And that is the prosodic `effect' if you like of the liquids in these words ,q,A,N,,,S2A-030 034
dir, Let's just see what happens if we try to give it Firthian ,p --> q,D,Y,,,S2A-030 054
ifh, Let's just listen to some dissyllables firstly produced by the segmental synthesizer if this machine is going to play for us ,q,D,Y,,,S2A-030 060
ifh,(060) Let's just listen to some dissyllables firstly produced by the segmental synthesizer (061) If I don't manage to break the machine ,q,D,Y,,,S2A-030 061
res, if we generalize syllabic structure in the new order of abstraction what we get is that we are enabled to state the syntagmatic word structure of syllables with all their attributes ,p --> q,A,Y,,,S2A-030 073
tm, if you look carefully at for instance the writings of any of the prosodic phonologists it's clear that they do not think of their formulae in linear terms on the page ,p --> q,A,Y,,,S2A-030 079
res, If you produce words like `bat' and `bad' the contrast -- which is typically in phonemic terms stated to be punctual and final -- is clearly observable ,p --> q,A,Y,,,S2A-030 091
tm, if we were to take our syllable graph as we had before and to produce a block diagram of this kind which sort of represents time we can see that one way of representing the relations within this graph would be that we could represent certain amounts of hierarchicalness ,p --> q,A,Y,,,S2A-030 098
tm, if one reads the literature one might be led to think otherwise ,p --> q,A,Y,,,S2A-030 112
res, if we do that so if we take this notion of overlaying seriously what do we get? ,p --> q,D,Y,,question,S2A-030 114
res, if we take this notion of overlaying seriously what do we get? ,p --> q,D,Y,,question,S2A-030 114
res, If we do this of course we obviate the need to have all kinds of very nasty destructive rules and processes in our phonology ,p',A,Y,a static theory is beneficial,,S2A-030 120
res," It would be possible to be more sanguine about this failure to invest in the past and in the more recent past if there were any signs that the situation was now as from nineteen-ninety, a new decade, being radically turned around ",q',A,Y,It is not possible to be more sanguine about this failure,,S2A-031 011
res, it could be done soon if the will were applied ,p',A,Y,the will should be applied,,S2A-031 030
tm," if you take an industry which can be found in both say, France, Germany and Britain the presence of a skilled workforce in Germany has a very obvious effect on the products which that country can produce ",q,A,N,,,S2A-031 033
res, we can certainly dispute it later if you don't ,q,C,Y,,,S2A-031 050
res, we shall not have that kind of quality if we do not have a prosperous economy founded on a quality workforce ,p',A,Y,a quality workforce is important for quality of life,,S2A-031 052
res," if we cannot keep up with the competition then we shall have the kind of dire consequences which, at the beginning of HIS talk, David Baldwin was referring to ",p',A,Y,we must keep up with the competition,,S2A-031 053
res, If anybody doesn't quite understand what I mean by these various types of systems I'd like people to stop me and I'll try to explain ,p --> q',D,Y,"if you don't understand what I mean by these various types of systems, stop me and I'll try to explain",,S2A-032 022
res, if it could be as abstract as possible that was an advantage ,p',A,Y,it was beneficial for Eurotra to be abstract,,S2A-032 039
res,"the emphasis of the programme was on the quality of the output, reasonable good quality without significant human involvement, without interaction of any kind, and also if possible without any post-editing ",q,A,Y,,,S2A-032 051
ifh, Put the name up if you like ,q,D,Y,,,S2A-032 066
